,MANUFACTURE_YEAR,TAIL_NUM,NUMBER_OF_SEATS
1938,2000,N940AN,160.0
1939,2000,N203UW,188.0
1940,2000,N204UW,188.0
1941,2000,N205UW,188.0
1942,2000,N270AY,291.0
1943,2000,N271AY,291.0
1944,2000,N730US,128.0
1945,2000,N732US,128.0
1946,2000,N733UW,128.0
1947,2000,N781AN,273.0
1948,2000,N782AN,273.0
1949,2000,N783AN,273.0
1950,2000,N785AN,273.0
1951,2000,N786AN,273.0
1952,2000,N787AL,273.0
1953,2000,N788AN,273.0
1954,2000,N789AN,273.0
1955,2000,N790AN,273.0
1956,2000,N791AN,273.0
1957,2000,N792AN,273.0
1958,2000,N793AN,273.0
1959,2000,N794AN,273.0
1960,2000,N795AN,273.0
1961,2000,N796AN,273.0
1962,2000,N926AN,160.0
1963,2000,N927AN,160.0
1964,2000,N928AN,160.0
1965,2000,N929AN,160.0
1966,2000,N930AN,160.0
1967,2000,N931AN,160.0
1968,2000,N932AN,160.0
1969,2000,N933AN,160.0
1970,2000,N934AN,160.0
1971,2000,N935AN,160.0
1972,2000,N936AN,160.0
1973,2000,N937AN,160.0
1974,2000,N941AN,160.0
1975,2000,N942AN,160.0
1976,2000,N943AN,160.0
1977,2000,N944AN,160.0
1978,2000,N945AN,160.0
1979,2000,N946AN,160.0
1980,2000,N947AN,160.0
1981,2000,N948AN,160.0
1982,2000,N949AN,160.0
1983,2000,N950AN,160.0
1984,2000,N951AA,160.0
1985,2000,N952AA,160.0
1986,2000,N619AS,120.0
1987,2000,N622AS,120.0
1988,2000,N615AS,120.0
1989,2000,N618AS,120.0
1990,2000,N505JB,150.0
1991,2000,N506JB,150.0
1992,2000,N507JT,150.0
1993,2000,N508JL,150.0
1994,2000,N509JB,150.0
1995,2000,N510JB,162.0
1996,2000,N516JB,150.0
1997,2000,N517JB,150.0
1998,2000,N607AT,110.0
1999,2000,N608AT,110.0
2000,2000,N920AT,110.0
2001,2000,N921AT,110.0
2002,2000,N924AT,110.0
2003,2000,N925AT,110.0
2004,2000,N926AT,110.0
2005,2000,N927AT,110.0
2006,2000,N928AT,110.0
2007,2000,N929AT,110.0
2008,2000,N930AT,110.0
2009,2000,N932AT,110.0
2010,2000,N933AT,110.0
2011,2000,N934AT,110.0
2012,2000,N935AT,110.0
2013,2000,N950AT,110.0
2014,2000,N951AT,110.0
2015,2000,N952AT,110.0
2016,2000,N953AT,110.0
2017,2000,N954AT,110.0
2018,2000,N955AT,110.0
2019,2000,N956AT,110.0
2020,2000,N957AT,110.0
2021,2000,N987DN,110.0
2022,2000,N3730B,160.0
2023,2000,N3731T,160.0
2024,2000,N3732J,160.0
2025,2000,N3733Z,160.0
2026,2000,N3734B,160.0
2027,2000,N3735D,160.0
2028,2000,N3736C,160.0
2029,2000,N3737C,160.0
2030,2000,N3738B,160.0
2031,2000,N3739P,160.0
2032,2000,N3740C,160.0
2033,2000,N387DA,160.0
2034,2000,N388DA,160.0
2035,2000,N389DA,160.0
2036,2000,N390DA,160.0
2037,2000,N391DA,160.0
2038,2000,N392DA,160.0
2039,2000,N393DA,160.0
2040,2000,N394DA,160.0
2041,2000,N395DN,160.0
2042,2000,N396DA,160.0
2043,2000,N397DA,160.0
2044,2000,N398DA,160.0
2045,2000,N399DA,160.0
2046,2000,N6703D,199.0
2047,2000,N6704Z,199.0
2048,2000,N6705Y,199.0
2049,2000,N6706Q,199.0
2050,2000,N6707A,199.0
2051,2000,N6708D,199.0
2052,2000,N6709,199.0
2053,2000,N6710E,199.0
2054,2000,N6711M,199.0
2055,2000,N6712B,199.0
2056,2000,N6713Y,199.0
2057,2000,N6714Q,199.0
2058,2000,N723TW,168.0
2059,2000,N1607B,208.0
2060,2000,N1608,208.0
2061,2000,N1609,208.0
2062,2000,N1610D,208.0
2063,2000,N1611B,208.0
2064,2000,N178DZ,226.0
2065,2000,N825MH,246.0
2066,2000,N826MH,246.0
2067,2000,N828MH,246.0
2068,2000,N829MH,246.0
2069,2000,N830MH,246.0
2070,2000,N831MH,246.0
2071,2000,N832MH,246.0
2072,2000,N833MH,246.0
2073,2000,N834MH,246.0
2074,2000,N835MH,246.0
2075,2000,N836MH,246.0
2076,2000,N837MH,246.0
2077,2000,N314NB,132.0
2078,2000,N315NB,132.0
2079,2000,N316NB,132.0
2080,2000,N317NB,132.0
2081,2000,N318NB,132.0
2082,2000,N319NB,132.0
2083,2000,N320NB,132.0
2084,2000,N854AS,50.0
2085,2000,N856AS,50.0
2086,2000,N783CA,50.0
2087,2000,N860AS,50.0
2088,2000,N215NV,177.0
2089,2000,N216NV,177.0
2090,2000,N217NV,177.0
2091,2000,N218NV,177.0
2092,2000,N219NV,177.0
2093,2000,N220NV,177.0
2094,2000,N221NV,177.0
2095,2000,N231NV,177.0
2096,2000,N232NV,177.0
2097,2000,N240NV,177.0
2098,2000,N241NV,177.0
2099,2000,N490HA,123.0
2100,2000,N701CK,0.0
2101,2000,N702CK,0.0
2102,2000,N804SN,0.0
2103,2000,N417SW,50.0
2104,2000,N418SW,50.0
2105,2000,N423SW,50.0
2106,2000,N652BR,50.0
2107,2000,N809CA,50.0
2108,2000,N854AS,50.0
2109,2000,N855AS,50.0
2110,2000,N856AS,50.0
2111,2000,N857AS,50.0
2112,2000,N860AS,50.0
2113,2000,N861AS,50.0
2114,2000,N868CA,50.0
2115,2000,N903SW,50.0
2116,2000,N905SW,50.0
2117,2000,N702BR,50.0
2118,2000,N701BR,50.0
2119,2000,N450PA,0.0
2120,2000,N451PA,0.0
2121,2000,N452PA,0.0
2122,2000,N400QX,70.0
2123,2000,N713SY,126.0
2124,2000,N33209,154.0
2125,2000,N37252,154.0
2126,2000,N37253,154.0
2127,2000,N76254,154.0
2128,2000,N77258,154.0
2129,2000,N17139,169.0
2130,2000,N41140,169.0
2131,2000,N19141,169.0
2132,2000,N66051,235.0
2133,2000,N67052,235.0
2134,2000,N59053,235.0
2135,2000,N27015,276.0
2136,2000,N57016,276.0
2137,2000,N24202,154.0
2138,2000,N33203,154.0
2139,2000,N27205,154.0
2140,2000,N11206,154.0
2141,2000,N36207,154.0
2142,2000,N73251,154.0
2143,2000,N37255,154.0
2144,2000,N73256,154.0
2145,2000,N38257,154.0
2146,2000,N35204,154.0
2147,2000,N26208,154.0
2148,2000,N76054,235.0
2149,2000,N829UA,120.0
2150,2000,N830UA,120.0
2151,2000,N831UA,120.0
2152,2000,N833UA,120.0
2153,2000,N832UA,120.0
2154,2000,N458UA,142.0
2155,2000,N459UA,142.0
2156,2000,N460UA,142.0
2157,2000,N461UA,142.0
2158,2000,N462UA,142.0
2159,2000,N463UA,142.0
2160,2000,N466UA,142.0
2161,2000,N467UA,142.0
2162,2000,N468UA,142.0
2163,2000,N464UA,142.0
2164,2000,N465UA,142.0
2165,2000,N673UA,198.0
2166,2000,N674UA,198.0
2167,2000,N675UA,198.0
2168,2000,N210UA,291.0
2169,2000,N211UA,291.0
2170,2000,N212UA,291.0
2171,2000,N213UA,291.0
2172,2000,N214UA,291.0
2173,2000,N215UA,291.0
2174,2000,N216UA,267.0
2175,2000,N217UA,267.0
2176,2000,N557WN,143.0
2177,2000,N560WN,143.0
2178,2000,N562WN,143.0
2179,2000,N760SW,143.0
2180,2000,N762SW,143.0
2181,2000,N763SW,143.0
2182,2000,N764SW,143.0
2183,2000,N765SW,143.0
2184,2000,N767SW,143.0
2185,2000,N768SW,143.0
2186,2000,N769SW,143.0
2187,2000,N770SA,143.0
2188,2000,N771SA,143.0
2189,2000,N772SW,143.0
2190,2000,N773SA,143.0
2191,2000,N774SW,143.0
2192,2000,N775SW,143.0
2193,2000,N776WN,143.0
2194,2000,N777QC,143.0
2195,2000,N778SW,143.0
2196,2000,N779SW,143.0
2197,2000,N780SW,143.0
2198,2000,N7817J,143.0
2199,2000,N781WN,143.0
2200,2000,N782SA,143.0
2201,2000,N783SW,143.0
2202,2000,N784SW,143.0
2203,2000,N785SW,143.0
2204,2000,N786SW,143.0
2205,2000,N787SA,143.0
2206,2000,N788SA,143.0
2207,2000,N789SW,143.0
2208,2000,N790SW,143.0
2209,2000,N791SW,143.0
2210,2001,N793SA,143.0
2211,2001,N794SW,143.0
2212,2001,N795SW,143.0
2213,2001,N796SW,143.0
2214,2001,N797MX,143.0
2215,2001,N7884G,143.0
2216,2001,N7850B,143.0
2217,2001,N7851A,143.0
2218,2001,N7841A,143.0
2219,2001,N7882B,143.0
2220,2001,N7883A,143.0
2221,2001,N7853B,143.0
2222,2001,N7856A,143.0
2223,2001,N7864B,143.0
2224,2001,N7868K,143.0
2225,2001,N207AX,218.0
2226,2001,N225AX,218.0
2227,2001,N234AX,218.0
2228,2001,N61318,13.0
2229,2001,N737KA,60.0
2230,2001,N733KA,68.0
2231,2001,N97DQ,13.0
2232,2001,N93EA,50.0
2233,2001,N83EA,70.0
2234,2001,N245SP,6.0
2235,2001,N128UP,0.0
2236,2001,N129UP,0.0
2237,2001,N130UP,0.0
2238,2001,N131UP,0.0
2239,2001,N133UP,0.0
2240,2001,N134UP,0.0
2241,2001,N135UP,0.0
2242,2001,N136UP,0.0
2243,2001,N137UP,0.0
2244,2001,N138UP,0.0
2245,2001,N139UP,0.0
2246,2001,N332UP,0.0
2247,2001,N334UP,0.0
2248,2001,N486MC,0.0
2249,2001,N8477R,50.0
2250,2001,N8506C,50.0
2251,2001,N8516C,50.0
2252,2001,N167US,187.0
2253,2001,N169UW,187.0
2254,2001,N171US,187.0
2255,2001,N172US,187.0
2256,2001,N173US,187.0
2257,2001,N174US,187.0
2258,2001,N179UW,187.0
2259,2001,N180US,187.0
2260,2001,N182UW,187.0
2261,2001,N183UW,187.0
2262,2001,N191UW,187.0
2263,2001,N192UW,187.0
2264,2001,N276AY,291.0
2265,2001,N663AW,150.0
2266,2001,N664AW,150.0
2267,2001,N665AW,150.0
2268,2001,N823AW,128.0
2269,2001,N824AW,128.0
2270,2001,N825AW,128.0
2271,2001,N826AW,128.0
2272,2001,N827AW,128.0
2273,2001,N828AW,128.0
2274,2001,N829AW,128.0
2275,2001,N830AW,128.0
2276,2001,N831AW,128.0
2277,2001,N832AW,128.0
2278,2001,N969AN,160.0
2279,2001,N970AN,160.0
2280,2001,N971AN,160.0
2281,2001,N972AN,160.0
2282,2001,N973AN,160.0
2283,2001,N974AN,160.0
2284,2001,N975AN,160.0
2285,2001,N976AN,160.0
2286,2001,N978AN,160.0
2287,2001,N161UW,190.0
2288,2001,N162UW,190.0
2289,2001,N163US,187.0
2290,2001,N165US,187.0
2291,2001,N170US,187.0
2292,2001,N175AN,176.0
2293,2001,N176UW,187.0
2294,2001,N177US,187.0
2295,2001,N178US,187.0
2296,2001,N181UW,187.0
2297,2001,N185AN,176.0
2298,2001,N186AN,176.0
2299,2001,N187AN,176.0
2300,2001,N188AN,176.0
2301,2001,N189AN,176.0
2302,2001,N189UW,187.0
2303,2001,N190AA,176.0
2304,2001,N190UW,187.0
2305,2001,N191AN,176.0
2306,2001,N192AN,176.0
2307,2001,N193AN,176.0
2308,2001,N194AA,176.0
2309,2001,N195AN,176.0
2310,2001,N196AA,176.0
2311,2001,N197AN,176.0
2312,2001,N198AA,176.0
2313,2001,N199AN,176.0
2314,2001,N277AY,291.0
2315,2001,N278AY,291.0
2316,2001,N750AN,273.0
2317,2001,N751AN,273.0
2318,2001,N752AN,273.0
2319,2001,N753AN,273.0
2320,2001,N754AN,273.0
2321,2001,N755AN,273.0
2322,2001,N756AM,273.0
2323,2001,N757AN,273.0
2324,2001,N758AN,273.0
2325,2001,N759AN,273.0
2326,2001,N797AN,273.0
2327,2001,N798AN,273.0
2328,2001,N799AN,273.0
2329,2001,N953AN,160.0
2330,2001,N954AN,160.0
2331,2001,N955AN,160.0
2332,2001,N956AN,160.0
2333,2001,N957AN,160.0
2334,2001,N958AN,160.0
2335,2001,N959AN,160.0
2336,2001,N960AN,160.0
2337,2001,N961AN,160.0
2338,2001,N962AN,160.0
2339,2001,N963AN,160.0
2340,2001,N964AN,160.0
2341,2001,N965AN,160.0
2342,2001,N966AN,160.0
2343,2001,N967AN,160.0
2344,2001,N968AN,160.0
2345,2001,N207UW,188.0
2346,2001,N305AS,172.0
2347,2001,N306AS,172.0
2348,2001,N307AS,172.0
2349,2001,N303AS,172.0
2350,2001,N625AS,0.0
2351,2001,N626AS,0.0
2352,2001,N627AS,0.0
2353,2001,N309AS,172.0
2354,2001,N519JB,150.0
2355,2001,N520JB,150.0
2356,2001,N521JB,150.0
2357,2001,N523JB,150.0
2358,2001,N524JB,150.0
2359,2001,N526JL,150.0
2360,2001,N527JL,162.0
2361,2001,N529JB,162.0
2362,2001,N531JL,150.0
2363,2001,N603AT,110.0
2364,2001,N906AT,110.0
2365,2001,N910AT,110.0
2366,2001,N915AT,110.0
2367,2001,N919AT,110.0
2368,2001,N937AT,110.0
2369,2001,N958AT,110.0
2370,2001,N959AT,110.0
2371,2001,N960AT,110.0
2372,2001,N961AT,110.0
2373,2001,N963AT,110.0
2374,2001,N964AT,110.0
2375,2001,N965AT,110.0
2376,2001,N966AT,110.0
2377,2001,N967AT,110.0
2378,2001,N968AT,110.0
2379,2001,N969AT,110.0
2380,2001,N970AT,110.0
2381,2001,N971AT,110.0
2382,2001,N972AT,110.0
2383,2001,N985AT,110.0
2384,2001,N986AT,110.0
2385,2001,N987AT,110.0
2386,2001,N988AT,110.0
2387,2001,N988DN,110.0
2388,2001,N989AT,110.0
2389,2001,N989DN,110.0
2390,2001,N990AT,110.0
2391,2001,N991AT,110.0
2392,2001,N3741S,160.0
2393,2001,N3742C,160.0
2394,2001,N3743H,160.0
2395,2001,N3744F,160.0
2396,2001,N3745B,160.0
2397,2001,N3746H,160.0
2398,2001,N3747D,160.0
2399,2001,N3748Y,160.0
2400,2001,N3749D,160.0
2401,2001,N3750D,160.0
2402,2001,N3751B,160.0
2403,2001,N3752,160.0
2404,2001,N3753,160.0
2405,2001,N3754A,160.0
2406,2001,N3755D,160.0
2407,2001,N3756,160.0
2408,2001,N3757D,160.0
2409,2001,N3758Y,160.0
2410,2001,N3759,160.0
2411,2001,N3760C,160.0
2412,2001,N3761R,160.0
2413,2001,N3762Y,160.0
2414,2001,N3763D,160.0
2415,2001,N3764D,160.0
2416,2001,N3765,160.0
2417,2001,N3766,160.0
2418,2001,N3767,160.0
2419,2001,N550NW,199.0
2420,2001,N551NW,199.0
2421,2001,N552NW,199.0
2422,2001,N553NW,199.0
2423,2001,N554NW,199.0
2424,2001,N6715C,199.0
2425,2001,N6716C,199.0
2426,2001,N67171,199.0
2427,2001,N1612T,208.0
2428,2001,N1613B,208.0
2429,2001,N827MH,246.0
2430,2001,N838MH,246.0
2431,2001,N839MH,246.0
2432,2001,N840MH,246.0
2433,2001,N841MH,246.0
2434,2001,N842MH,246.0
2435,2001,N321NB,132.0
2436,2001,N322NB,132.0
2437,2001,N323NB,132.0
2438,2001,N324NB,132.0
2439,2001,N325NB,132.0
2440,2001,N326NB,132.0
2441,2001,N327NB,132.0
2442,2001,N328NB,132.0
2443,2001,N329NB,132.0
2444,2001,N330NB,132.0
2445,2001,N331NB,132.0
2446,2001,N332NB,132.0
2447,2001,N333NB,132.0
2448,2001,N371NW,157.0
2449,2001,N372NW,157.0
2450,2001,N373NW,157.0
2451,2001,N374NW,157.0
2452,2001,N261JX,50.0
2453,2001,N262JX,50.0
2454,2001,N884AS,50.0
2455,2001,N871AS,50.0
2456,2001,N870AS,50.0
2457,2001,N881AS,50.0
2458,2001,N862AS,50.0
2459,2001,N868AS,50.0
2460,2001,N877AS,50.0
2461,2001,N222NV,177.0
2462,2001,N223NV,177.0
2463,2001,N230NV,177.0
2464,2001,N234NV,177.0
2465,2001,N242NV,177.0
2466,2001,N243NV,177.0
2467,2001,N244NV,177.0
2468,2001,N245NV,177.0
2469,2001,N501GJ,50.0
2470,2001,N503GJ,50.0
2471,2001,N502GJ,50.0
2472,2001,N519GJ,50.0
2473,2001,N475HA,123.0
2474,2001,N476HA,123.0
2475,2001,N477HA,123.0
2476,2001,N478HA,123.0
2477,2001,N479HA,123.0
2478,2001,N480HA,123.0
2479,2001,N481HA,123.0
2480,2001,N483HA,123.0
2481,2001,N484HA,123.0
2482,2001,N485HA,123.0
2483,2001,N486HA,123.0
2484,2001,N487HA,123.0
2485,2001,N705CK,0.0
2486,2001,N706CK,0.0
2487,2001,N653AE,50.0
2488,2001,N800AE,44.0
2489,2001,N801AE,44.0
2490,2001,N802AE,44.0
2491,2001,N803AE,44.0
2492,2001,N804AE,44.0
2493,2001,N805AE,44.0
2494,2001,N806AE,44.0
2495,2001,N807AE,44.0
2496,2001,N808AE,44.0
2497,2001,N809AE,44.0
2498,2001,N810AE,44.0
2499,2001,N812AE,44.0
2500,2001,N813AE,44.0
2501,2001,N814AE,44.0
2502,2001,N500AE,70.0
2503,2001,N502AE,70.0
2504,2001,N501BG,70.0
2505,2001,N426SW,50.0
2506,2001,N427SW,50.0
2507,2001,N429SW,50.0
2508,2001,N430SW,50.0
2509,2001,N435SW,50.0
2510,2001,N438SW,50.0
2511,2001,N439SW,50.0
2512,2001,N862AS,50.0
2513,2001,N863AS,50.0
2514,2001,N864AS,50.0
2515,2001,N866AS,50.0
2516,2001,N868AS,50.0
2517,2001,N869AS,50.0
2518,2001,N873AS,50.0
2519,2001,N874AS,50.0
2520,2001,N875AS,50.0
2521,2001,N881AS,50.0
2522,2001,N882AS,50.0
2523,2001,N884AS,50.0
2524,2001,N885AS,50.0
2525,2001,N886AS,50.0
2526,2001,N889AS,50.0
2527,2001,N906SW,50.0
2528,2001,N907SW,50.0
2529,2001,N908SW,50.0
2530,2001,N909SW,50.0
2531,2001,N910SW,50.0
2532,2001,N431SW,50.0
2533,2001,N432SW,50.0
2534,2001,N433SW,50.0
2535,2001,N437SW,50.0
2536,2001,N440SW,50.0
2537,2001,N870AS,50.0
2538,2001,N871AS,50.0
2539,2001,N659BR,50.0
2540,2001,N912SW,50.0
2541,2001,N453PA,0.0
2542,2001,N401QX,70.0
2543,2001,N402QX,70.0
2544,2001,N403QX,70.0
2545,2001,N404QX,70.0
2546,2001,N405QX,70.0
2547,2001,N801SY,183.0
2548,2001,N804SY,183.0
2549,2001,N805SY,183.0
2550,2001,N813SY,183.0
2551,2001,N814SY,183.0
2552,2001,N816SY,183.0
2553,2001,N817SY,183.0
2554,2001,N830SY,183.0
2555,2001,N33264,154.0
2556,2001,N33266,154.0
2557,2001,N36272,154.0
2558,2001,N35260,154.0
2559,2001,N79402,173.0
2560,2001,N38403,173.0
2561,2001,N72405,173.0
2562,2001,N73406,173.0
2563,2001,N35407,173.0
2564,2001,N75410,173.0
2565,2001,N75851,216.0
2566,2001,N57852,216.0
2567,2001,N66056,235.0
2568,2001,N73259,154.0
2569,2001,N77261,154.0
2570,2001,N33262,154.0
2571,2001,N37263,154.0
2572,2001,N76265,154.0
2573,2001,N37267,154.0
2574,2001,N38268,154.0
2575,2001,N76269,154.0
2576,2001,N73270,154.0
2577,2001,N35271,154.0
2578,2001,N37273,154.0
2579,2001,N30401,173.0
2580,2001,N32404,173.0
2581,2001,N37408,173.0
2582,2001,N37409,173.0
2583,2001,N73860,216.0
2584,2001,N75861,216.0
2585,2001,N57862,216.0
2586,2001,N57863,216.0
2587,2001,N57864,216.0
2588,2001,N76055,235.0
2589,2001,N834UA,120.0
2590,2001,N835UA,120.0
2591,2001,N836UA,120.0
2592,2001,N837UA,120.0
2593,2001,N838UA,120.0
2594,2001,N839UA,120.0
2595,2001,N840UA,120.0
2596,2001,N841UA,120.0
2597,2001,N842UA,120.0
2598,2001,N843UA,120.0
2599,2001,N844UA,120.0
2600,2001,N845UA,120.0
2601,2001,N846UA,120.0
2602,2001,N847UA,120.0
2603,2001,N469UA,142.0
2604,2001,N470UA,142.0
2605,2001,N471UA,142.0
2606,2001,N472UA,142.0
2607,2001,N473UA,142.0
2608,2001,N474UA,142.0
2609,2001,N475UA,142.0
2610,2001,N476UA,142.0
2611,2001,N477UA,142.0
2612,2001,N478UA,142.0
2613,2001,N479UA,142.0
2614,2001,N480UA,142.0
2615,2001,N486UA,142.0
2616,2001,N676UA,198.0
2617,2001,N677UA,198.0
2618,2001,N218UA,267.0
2619,2001,N224UA,267.0
2620,2001,N225UA,267.0
2621,2001,N219UA,267.0
2622,2001,N220UA,267.0
2623,2001,N221UA,267.0
2624,2001,N222UA,267.0
2625,2001,N481UA,142.0
2626,2001,N482UA,142.0
2627,2001,N483UA,142.0
2628,2001,N484UA,142.0
2629,2001,N485UA,142.0
2630,2001,N223UA,267.0
2631,2001,N400WN,143.0
2632,2001,N401WN,143.0
2633,2001,N402WN,143.0
2634,2001,N403WN,143.0
2635,2001,N404WN,143.0
2636,2001,N405WN,143.0
2637,2001,N406WN,143.0
2638,2001,N407WN,143.0
2639,2001,N408WN,143.0
2640,2001,N409WN,143.0
2641,2001,N410WN,143.0
2642,2001,N411WN,143.0
2643,2001,N412WN,143.0
2644,2001,N413WN,143.0
2645,2001,N414WN,143.0
2646,2001,N415WN,143.0
2647,2001,N416WN,143.0
2648,2001,N417WN,143.0
2649,2001,N418WN,143.0
2650,2001,N419WN,143.0
2651,2001,N420WN,143.0
2652,2001,N421LV,143.0
2653,2001,N550WN,143.0
2654,2001,N551WN,143.0
2655,2001,N568WN,143.0
2656,2001,N7811F,143.0
2657,2001,N7812G,143.0
2658,2001,N7813P,143.0
2659,2001,N7814B,143.0
2660,2001,N7822A,143.0
2661,2001,N7824A,143.0
2662,2001,N7839A,143.0
2663,2002,N7885A,143.0
2664,2002,N7859B,143.0
2665,2002,N7863A,143.0
2666,2002,N7865A,143.0
2667,2002,N7866A,143.0
2668,2002,N7867A,143.0
2669,2002,N477AX,245.0
2670,2002,N501MJ,66.0
2671,2002,N502MJ,66.0
2672,2002,N503MJ,66.0
2673,2002,N504MJ,66.0
2674,2002,N505MJ,66.0
2675,2002,N506MJ,66.0
2676,2002,N8767,16.0
2677,2002,N115KG,12.0
2678,2002,N91EA,50.0
2679,2002,N92EA,50.0
2680,2002,N96EA,50.0
2681,2002,N11EA,70.0
2682,2002,N24EA,70.0
2683,2002,N154EA,50.0
2684,2002,N663SB,9.0
2685,2002,N366FB,9.0
2686,2002,N384JK,9.0
2687,2002,N140UP,0.0
2688,2002,N141UP,0.0
2689,2002,N142UP,0.0
2690,2002,N143UP,0.0
2691,2002,N144UP,0.0
2692,2002,N145UP,0.0
2693,2002,N415MC,0.0
2694,2002,N416MC,0.0
2695,2002,N418MC,0.0
2696,2002,N8683B,50.0
2697,2002,N8688C,50.0
2698,2002,N8694A,50.0
2699,2002,N8721B,50.0
2700,2002,N8611A,50.0
2701,2002,N8665A,50.0
2702,2002,N8674A,50.0
2703,2002,N8696C,50.0
2704,2002,N317CA,69.0
2705,2002,N331CA,69.0
2706,2002,N367CA,69.0
2707,2002,N5113A,0.0
2708,2002,N5147A,0.0
2709,2002,N5153A,0.0
2710,2002,N5179A,0.0
2711,2002,N760AN,273.0
2712,2002,N761AJ,273.0
2713,2002,N667AW,150.0
2714,2002,N668AW,150.0
2715,2002,N669AW,150.0
2716,2002,N833AW,128.0
2717,2002,N172AJ,176.0
2718,2002,N173AN,176.0
2719,2002,N176AA,176.0
2720,2002,N177AN,176.0
2721,2002,N184US,187.0
2722,2002,N185UW,187.0
2723,2002,N186US,187.0
2724,2002,N187US,187.0
2725,2002,N188US,187.0
2726,2002,N762AN,273.0
2727,2002,N315AS,172.0
2728,2002,N534JB,162.0
2729,2002,N535JB,150.0
2730,2002,N536JB,150.0
2731,2002,N537JT,150.0
2732,2002,N556JB,162.0
2733,2002,N547JB,150.0
2734,2002,N552JB,162.0
2735,2002,N554JB,150.0
2736,2002,N717JL,110.0
2737,2002,N974AT,110.0
2738,2002,N975AT,110.0
2739,2002,N977AT,110.0
2740,2002,N978AT,110.0
2741,2002,N979AT,110.0
2742,2002,N980AT,110.0
2743,2002,N981AT,110.0
2744,2002,N982AT,110.0
2745,2002,N992AT,110.0
2746,2002,N993AT,110.0
2747,2002,N994AT,110.0
2748,2002,N995AT,110.0
2749,2002,N996AT,110.0
2750,2002,N997AT,110.0
2751,2002,N998AT,110.0
2752,2002,N3768,160.0
2753,2002,N3769L,160.0
2754,2002,N37700,160.0
2755,2002,N3771K,160.0
2756,2002,N555NW,199.0
2757,2002,N556NW,199.0
2758,2002,N557NW,199.0
2759,2002,N581NW,234.0
2760,2002,N582NW,234.0
2761,2002,N583NW,234.0
2762,2002,N584NW,234.0
2763,2002,N585NW,234.0
2764,2002,N586NW,234.0
2765,2002,N587NW,234.0
2766,2002,N843MH,246.0
2767,2002,N844MH,246.0
2768,2002,N845MH,246.0
2769,2002,N867DA,291.0
2770,2002,N334NB,132.0
2771,2002,N335NB,132.0
2772,2002,N336NB,132.0
2773,2002,N337NB,132.0
2774,2002,N338NB,132.0
2775,2002,N339NB,132.0
2776,2002,N340NB,132.0
2777,2002,N341NB,132.0
2778,2002,N342NB,132.0
2779,2002,N343NB,132.0
2780,2002,N344NB,132.0
2781,2002,N345NB,132.0
2782,2002,N346NB,132.0
2783,2002,N347NB,132.0
2784,2002,N348NB,132.0
2785,2002,N349NB,132.0
2786,2002,N351NB,132.0
2787,2002,N352NB,132.0
2788,2002,N353NB,132.0
2789,2002,N354NB,132.0
2790,2002,N355NB,132.0
2791,2002,N357NB,132.0
2792,2002,N375NC,157.0
2793,2002,N376NW,157.0
2794,2002,N14543,50.0
2795,2002,N26549,50.0
2796,2002,N13550,50.0
2797,2002,N12552,50.0
2798,2002,N909EV,50.0
2799,2002,N908EV,50.0
2800,2002,N903EV,50.0
2801,2002,N905EV,50.0
2802,2002,N24103,50.0
2803,2002,N14105,50.0
2804,2002,N11107,50.0
2805,2002,N14568,50.0
2806,2002,N910FR,150.0
2807,2002,N224NV,177.0
2808,2002,N354CA,70.0
2809,2002,N340CA,70.0
2810,2002,N355CA,70.0
2811,2002,N504GJ,50.0
2812,2002,N506GJ,50.0
2813,2002,N508GJ,70.0
2814,2002,N712CK,0.0
2815,2002,N715CK,0.0
2816,2002,N815AE,44.0
2817,2002,N816AE,44.0
2818,2002,N817AE,44.0
2819,2002,N818AE,44.0
2820,2002,N819AE,44.0
2821,2002,N820AE,44.0
2822,2002,N821AE,44.0
2823,2002,N822AE,44.0
2824,2002,N823AE,44.0
2825,2002,N824AE,44.0
2826,2002,N825AE,44.0
2827,2002,N826AE,44.0
2828,2002,N827AE,44.0
2829,2002,N828AE,44.0
2830,2002,N829AE,44.0
2831,2002,N830AE,44.0
2832,2002,N831AE,44.0
2833,2002,N832AE,44.0
2834,2002,N833AE,44.0
2835,2002,N834AE,44.0
2836,2002,N835AE,44.0
2837,2002,N836AE,44.0
2838,2002,N837AE,44.0
2839,2002,N838AE,44.0
2840,2002,N839AE,44.0
2841,2002,N840AE,44.0
2842,2002,N841AE,44.0
2843,2002,N842AE,44.0
2844,2002,N503AE,70.0
2845,2002,N508AE,70.0
2846,2002,N505AE,70.0
2847,2002,N504AE,70.0
2848,2002,N507AE,70.0
2849,2002,N506AE,70.0
2850,2002,N442SW,50.0
2851,2002,N468CA,50.0
2852,2002,N679SA,50.0
2853,2002,N878AS,50.0
2854,2002,N879AS,50.0
2855,2002,N880AS,50.0
2856,2002,N900EV,50.0
2857,2002,N901EV,50.0
2858,2002,N902EV,50.0
2859,2002,N903EV,50.0
2860,2002,N904EV,50.0
2861,2002,N905EV,50.0
2862,2002,N906EV,50.0
2863,2002,N907EV,50.0
2864,2002,N908EV,50.0
2865,2002,N909EV,50.0
2866,2002,N609SK,66.0
2867,2002,N611SK,66.0
2868,2002,N613SK,66.0
2869,2002,N614SK,66.0
2870,2002,N455CA,50.0
2871,2002,N471CA,50.0
2872,2002,N472CA,50.0
